,word,word_cut
4138,涂层下距离,涂层n 下f 距离n
4139,绝缘套管电缆引入装置夹紧件,绝缘n 套管n 电缆n 引入v 装置n 夹紧v 件zg
4140,隔爆接合面宽度,隔v 爆v 接合面n 宽度n
4141,距离容积,距离n 容积n
4142,转轴操纵杆,转轴n 操纵杆n
4143,快开式门或盖,快a 开式n 门n 或c 盖v
4144,用螺纹紧固件固定的门或盖,用p 螺纹n 紧固件n 固定a 的uj 门n 或c 盖v
4145,螺纹式门或盖,螺纹n 式门n 或c 盖v
4146,封堵件,封堵v 件zg
4147,螺纹式管接头,螺纹n 式k 管接头n
4148,充砂型,充v 砂型n
4149,填充材料,填充v 材料n
4150,通过填充材料的电气间隙,通过p 填充v 材料n 的uj 电气n 间隙n
4151,增安型,增安型n
4152,极限温度,极限a 温度n
4153,时间初始启动电流,时间n 初始v 启动vn 电流n
4154,电阻加热元件,电阻加热n 元件n
4155,工件自限特性,工件n 自限l 特性n
4156,伴热正压型,伴热v 正压v 型k
4157,正压型,正压v 型k
4158,换气保护气体,换气nz 保护v 气体n
4159,报警器内置系统,报警器n 内置n 系统n
4160,稀释稀释区域,稀释v 稀释v 区域n
4161,有点燃能力的电气设备,有v 点燃v 能力n 的uj 电气设备n
4162,指示器内释放源,指示器n 内n 释放v 源ng
4163,过压正压保护系统,过压n 正压v 保护v 系统n
4164,保护气体供给装置,保护v 气体n 供给vn 装置n
4165,静态正压保护,静态n 正压v 保护v
4166,型正压,型k 正压v
4167,油浸型,油浸n 型k
4168,保护液,保护v 液ng
4169,密封设备,密封ns 设备vn
4170,非密封设备,非h 密封ns 设备vn
4171,最高允许保护液位,最高a 允许v 保护v 液位n
4172,最低允许保护液位,最低a 允许v 保护v 液位n
4173,本质安全电气设备,本质n 安全an 电气设备n
4174,关联电气设备,关联ns 电气设备n
4175,本质安全电气系统,本质n 安全an 电气系统l
4176,简单设备,简单a 设备vn
4177,二极管安全栅,二极管n 安全栅nr
4178,火花试验装置,火花n 试验装置n
4179,故障计数故障,故障n 计数n 故障n
4180,最大外部电容,最大a 外部f 电容n
4181,最大外部电感,最大a 外部f 电感n
4182,最高输入电压,最高a 输入v 电压n
4183,最大内部电容,最大a 内部f 电容n
4184,最大内部电感,最大a 内部f 电感n
4185,最高输出电压,最高a 输出v 电压n
4186,最高交流有效值电压或直流电压,最高a 交流n 有效值l 电压n 或c 直流电n 压v
4187,可靠隔离,可靠v 隔离v
4188,可靠隔离或可靠绝缘,可靠v 隔离v 或c 可靠v 绝缘n
4189,内部布线,内部f 布线n
4190,获证本质安全电气系统,获证v 本质n 安全an 电气系统l
4191,未获证本质安全电气系统,未获v 证n 本质n 安全an 电气系统l
4192,描述系统文件,描述v 系统文件n
4193,最大电缆电容,最大a 电缆n 电容n
4194,最大电缆电感,最大a 电缆n 电感n
4195,压紧件,压紧v 件zg
4196,密封圈,密封圈n
4197,证书导管引入,证书n 导管n 引入v
4198,连续运行温度,连续a 运行v 温度n
4199,定额,定额n
4200,额定运行温度,额定b 运行v 温度n
4201,符号,符号n
4202,接线空腔,接线n 空腔n
4203,帽灯可用工作时间,帽灯n 可用v 工作vn 时间n
4204,电子仪器的测试,电子仪器n 的uj 测试vn
4205,接合面,接合面n
4206,间隙,间隙n
4207,最大许可间隙,最大a 许可nr 间隙n
4208,目标景物,目标n 景物n
4209,欠扫描,欠v 扫描v
4210,特性彩色不均匀性,特性n 彩色n 不d 均匀a 性n
4211,对比度范围,对比度l 范围n
4212,对比度传递函数,对比度l 传递函数n
4213,自动聚焦准确度,自动vn 聚焦v 准确度n
4214,伽马补偿特性,伽马nrt 补偿vn 特性n
4215,灰度不纯度,灰度n 不d 纯度n
4216,极限分辨率,极限a 分辨率n
4217,最小目标景物照度,最小a 目标n 景物n 照度n
4218,白色重现不均匀性,白色n 重现v 不d 均匀a 性n
4219,白削波电平,白a 削波v 电平n
4220,白跟踪特性,白a 跟踪v 特性n
4221,变焦比,变焦vn 比p
4222,测试黑测试图,测试vn 黑a 测试vn 图n
4223,滞后测试图,滞后v 测试vn 图n
4224,色度频响图,色度n 频响n 图n
4225,彩色样片,彩色n 样片n
4226,彩色多波群图,彩色n 多m 波j 群q 图n
4227,彩色重现测试图,彩色n 重现v 测试vn 图n
4228,灰度图,灰度n 图n
4229,对数灰度图,对数n 灰度n 图n
4230,线性测试图,线性n 测试vn 图n
4231,垂直灰度图,垂直v 灰度n 图n
4232,参考灵敏度,参考v 灵敏度n
4233,参考目标景物照度,参考v 目标n 景物n 照度n
4234,分辨率测试图,分辨率n 测试vn 图n
4235,径向分辨率测试图,径向n 分辨率n 测试vn 图n
4236,正弦测试图,正弦n 测试vn 图n
4237,方窗测试图,方窗n 测试vn 图n
4238,跟踪测试图,跟踪v 测试vn 图n
4239,透明测试图,透明v 测试vn 图n
4240,形测试图,形n 测试vn 图n
4241,波形失真测试图,波形n 失真v 测试vn 图n
4242,窗测试图,窗s 测试vn 图n
4243,成像孔阑效应,成像v 孔阑nr 效应n
4244,黑斑,黑斑n
4245,开花,开花n
4246,固定图形噪声,固定a 图形n 噪声n
4247,杂散光,杂v 散光n
4248,图像滞后,图像n 滞后v
4249,网纹干扰,网纹n 干扰v
4250,随机噪声,随机噪声l
4251,垂直亮道,垂直v 亮v 道q
4252,图像残留,图像n 残留v
4253,设备与元件,设备vn 与p 元件n
4254,偏置光,偏置n 光n
4255,信号处理,信号处理n
4256,白削波,白a 削波v
4257,自动功能,自动vn 功能n
4258,自动聚焦,自动vn 聚焦v
4259,图像自动稳定,图像n 自动vn 稳定a
4260,电气装置电气装置特性,电气n 装置n 电气n 装置n 特性n
4261,电气装置受电点,电气n 装置n 受v 电点n
4262,安全设施供电系统,安全an 设施n 供电系统l
4263,安全设施电源,安全an 设施n 电源n
4264,备用供电系统,备用v 供电系统l
4265,备用电源,备用v 电源n
4266,操作通道,操作v 通道v
4267,维护通道,维护v 通道v
4268,电压与电流,电压n 与p 电流n
4269,标称电压,标称n 电压n
4270,故障电压,故障n 电压n
4271,预期接触电压,预期vn 接触v 电压n
4272,约定接触电压限值,约定v 接触v 电压n 限值n
4273,接触电压,接触v 电压n
4274,线对地电压,线n 对p 地n 电压n
4275,电击与保护措施,电击vn 与p 保护措施n
4276,带电部分,带电v 部分n
4277,可导电部分,可v 导电n 部分n
4278,外露可导电部分,外露v 可v 导电n 部分n
4279,外界可导电部分,外界n 可v 导电n 部分n
4280,同时可触及部分,同时c 可v 触及v 部分n
4281,危险带电部分,危险an 带电v 部分n
4282,基本绝缘,基本n 绝缘n
4283,附加绝缘,附加v 绝缘n
4284,双重绝缘,双重n 绝缘n
4285,加强绝缘,加强v 绝缘n
4286,保护遮栏,保护v 遮栏v
4287,保护阻挡物,保护v 阻挡v 物zg
4288,分隔,分隔v
4289,简单分隔,简单a 分隔v
4290,保护分隔,保护v 分隔v
4291,特低电压,特d 低电压n
4292,安全特低电压系统,安全an 特d 低电压n 系统n
4293,保护特低电压系统,保护v 特d 低电压n 系统n
4294,限流源,限流n 源ng
4295,保护阻抗器,保护v 阻抗v 器n
4296,接地与等电位连接,接地v 与p 等u 电位n 连接v
4297,参考地,参考v 地uv
4298,沟槽式感应器,沟槽n 式k 感应器n
4299,心式感应器,心式n 感应器n
4300,坩埚式炉感应器,坩埚n 式k 炉n 感应器n
4301,感应器冷却保护套,感应器n 冷却v 保护套n
4302,线圈导磁体,线圈n 导v 磁体n
4303,集磁器冷却系统,集q 磁器n 冷却系统n
4304,淬冷器喷雾器感应加热器导轨,淬zg 冷器n 喷雾器nz 感应v 加热器n 导轨n
4305,留剩金属液,留剩v 金属n 液ng
4306,磁倍频器,磁n 倍频器n
4307,介质损耗,介质n 损耗n
4308,介质干燥,介质n 干燥a
4309,塑料介质热合,塑料n 介质n 热合v
4310,介质预热,介质n 预热v
4311,介质加热器,介质n 加热器n
4312,介质干燥器,介质n 干燥器nz
4313,塑料介质热合机,塑料n 介质n 热合机n
4314,介质加热发生器,介质n 加热v 发生器l
4315,介质粘压机,介质n 粘v 压机n
4316,工作电极,工作vn 电极n
4317,板电极,板ng 电极n
4318,棒电极转柱电极,棒zg 电极n 转柱n 电极n
4319,转盘电极,转盘v 电极n
4320,介质热合电极,介质n 热合v 电极n
4321,刀状介质热合电极,刀状n 介质n 热合v 电极n
4322,标称值,标称n 值n
4323,介质加热标称频率,介质n 加热v 标称n 频率n
4324,衰减距离,衰减v 距离n
4325,微波干燥,微波n 干燥a
4326,微波干燥机,微波n 干燥机nz
4327,微波破碎,微波n 破碎v
4328,微波巴氏消毒,微波n 巴氏nr 消毒vn
4329,微波灭菌,微波n 灭菌v
4330,微波应用器,微波n 应用v 器n
4331,微波炉,微波炉n
4332,微波发生器,微波n 发生器l
4333,微波外罩,微波n 外罩n
4334,进出口,进出口vn
4335,微波搅拌器,微波n 搅拌器n
4336,反射器偏转器腔门,反射器n 偏转v 器腔n 门n
4337,维修门,维修v 门n
4338,束腰电子束加热设备,束腰v 电子束n 加热v 设备vn
4339,电子束炉,电子束n 炉zg
4340,电子束加热器,电子束n 加热器n
4341,电子束精密加工机,电子束n 精密a 加工机n
4342,电子枪,电子枪n
4343,轴对称电子枪,轴对称n 电子枪n
4344,等离子体发射电子枪,等离子体n 发射v 电子枪n
4345,外置枪,外置n 枪n
4346,内置枪,内置n 枪n
4347,多束电子枪,多束m 电子枪n
4348,环形电子枪,环形n 电子枪n
4349,热电子发射枪,热电子n 发射v 枪n
4350,横向电子枪,横向v 电子枪n
4351,二极枪,二m 极枪n
4352,三极枪,三极ns 枪n
4353,分离阳极,分离v 阳极ns
4354,结构阳极,结构n 阳极ns
4355,控制电极,控制v 电极n
4356,孔阑,孔阑nr
4357,电子束偏转系统,电子束n 偏转v 系统n
4358,电子束扫描系统,电子束n 扫描v 系统n
4359,聚焦系统,聚焦v 系统n
4360,光学观察系统,光学n 观察v 系统n
4361,束加速电压,束nr 加速v 电压n
4362,导流系数等离子体加热,导流n 系数n 等离子体n 加热v
4363,等离子体等离子体加热,等离子体n 等离子体n 加热v
4364,等离子体发生器,等离子体n 发生器l
4365,等离子体稳定,等离子体n 稳定a
4366,冷等离子体,冷a 等离子体n
4367,高温等离子体,高温n 等离子体n
4368,热等离子体,热n 等离子体n
4369,低压等离子体,低压v 等离子体n
4370,高压等离子体,高压n 等离子体n
4371,弧等离子体,弧n 等离子体n
4372,等离子体弧,等离子体n 弧n
4373,感应等离子体,感应v 等离子体n
4374,微波等离子体,微波n 等离子体n
4375,等离子体工作气体,等离子体n 工作vn 气体n
4376,等离子体炬点火,等离子体n 炬g 点火v
4377,高频点火装置,高频b 点火装置n
4378,短路点火装置,短路n 点火装置n
4379,等离子体射流,等离子体n 射流n
4380,引导电弧,引导v 电弧n
4381,等离子体熔化,等离子体n 熔化v
4382,等离子体切割,等离子体n 切割v
4383,等离子体射流开槽,等离子体n 射流n 开槽v
4384,等离子体焊接,等离子体n 焊接v
4385,等离子体炉,等离子体n 炉zg
4386,等离子体燃料炉,等离子体n 燃料n 炉zg
4387,等离子体反应炉,等离子体n 反应炉n
4388,等离子体炬,等离子体n 炬g
4389,弧等离子体炬,弧n 等离子体n 炬g
4390,非转移弧等离子体炬,非h 转移v 弧n 等离子体n 炬g
4391,转移弧等离子体炬,转移v 弧n 等离子体n 炬g
4392,可转换弧等离子体炬,可v 转换v 弧n 等离子体n 炬g
4393,层流等离子体炬,层流n 等离子体n 炬g
4394,湍流喷射等离子体炬,湍流n 喷射v 等离子体n 炬g
4395,无电极等离子体炬,无v 电极n 等离子体n 炬g
4396,微波等离子体炬,微波n 等离子体n 炬g
4397,感应等离子体炬,感应v 等离子体n 炬g
4398,等离子体燃料烧嘴喷嘴,等离子体n 燃料n 烧嘴v 喷嘴v
4399,等离子体温度,等离子体n 温度n
4400,等离子体平均温度,等离子体n 平均温度n
4401,激活媒质,激活a 媒质n
4402,激光辐射,激光n 辐射v
4403,产生激光,产生n 激光n
4404,正常脉冲,正常d 脉冲n
4405,巨脉冲,巨nr 脉冲n
4406,泵浦辐射束单色性,泵浦nz 辐射v 束nr 单色性n
4407,激光束发散性,激光束n 发散v 性n
4408,激光装置,激光n 装置n
4409,激光加热器,激光n 加热器n
4410,激光加工机,激光n 加工机n
4411,激光打孔机,激光n 打孔机n
4412,激光切割机,激光n 切割机l
4413,连续激光器,连续a 激光器n
4414,脉冲激光器,脉冲n 激光器n
4415,激光腔,激光n 腔q
4416,超声波,超声波n
4417,超声焊接,超声v 焊接v
4418,超声装置,超声v 装置n
4419,上声极超声换能器,上声n 极d 超声v 换能器nz
4420,超声发生器,超声v 发生器l
4421,超声强度,超声v 强度n
4422,放电加热与处理,放电v 加热v 与p 处理v
4423,辉光放电氮化,辉光n 放电v 氮化n
4424,等离子体化学气相沉积处理,等离子体n 化学n 气相n 沉积n 处理v
4425,等离子体物理气相沉积处理,等离子体n 物理n 气相n 沉积n 处理v
4426,等离子体扩散处理,等离子体n 扩散v 处理v
4427,等离子体聚合,等离子体n 聚合v
4428,物理气相沉积处理,物理n 气相n 沉积n 处理v
4429,辉光放电炉,辉光n 放v 电炉n
4430,辉光放电装置,辉光n 放电v 装置n
4431,焊接一般术语,焊接v 一般a 术语n
4432,焊接钎焊硬钎焊,焊接v 钎焊n 硬a 钎焊n
4433,软钎焊,软a 钎焊n
4434,熔焊,熔焊n
4435,电弧焊,电弧焊n
4436,电阻焊,电阻n 焊v
4437,焊接装备,焊接v 装备n
4438,专业人员目视检查,专业n 人员n 目视n 检查vn
4439,工业和专业使用,工业n 和c 专业n 使用v
4440,指派人员,指派n 人员n
4441,非专业人员爆炸下限,非专业j 人员n 爆炸v 下限v
4442,焊条电弧焊,焊条n 电弧焊n
4443,防护服及辅助用品,防护服n 及c 辅助vn 用品n
4444,工件,工件n
4445,焊接设备电热特性,焊接设备n 电热n 特性n
4446,额定数据,额定b 数据n
4447,工作制负载持续率,工作制n 负载v 持续vd 率v
4448,负载电压,负载v 电压n
4449,电弧电压,电弧n 电压n
4450,额定输入频率,额定b 输入v 频率n
4451,额定输入电压,额定b 输入v 电压n
4452,额定速度范围,额定b 速度n 范围n
4453,稳弧电压,稳a 弧n 电压n
4454,引弧及稳弧电压,引弧n 及c 稳弧n 电压n
4455,引弧时间,引弧n 时间n
4456,空载电压,空载v 电压n
4457,引弧电压,引弧n 电压n
4458,约定负载电压,约定v 负载v 电压n
4459,静特性,静nr 特性n
4460,动特性,动v 特性n
4461,平特性,平n 特性n
4462,周期时间,周期时间t
4463,次级空载电压,次级b 空载v 电压n
4464,复位时间,复位v 时间n
4465,焊接电源,焊接v 电源n
4466,弧焊电源,弧焊n 电源n
4467,限制负载的焊接电源,限制v 负载v 的uj 焊接v 电源n
4468,等离子切割系统,等离子n 切割v 系统n
4469,等离子切割电源,等离子n 切割v 电源n
4470,电极臂间距,电极n 臂n 间距n
4471,电极臂伸出长度,电极n 臂n 伸出v 长度ns
4472,限制负载的焊条电弧焊电源,限制v 负载v 的uj 焊条n 电弧焊n 电源n
4473,焊接附件及耗材,焊接v 附件n 及c 耗材n
4474,电极,电极n
4475,丝极耦合装置,丝极n 耦合vn 装置n
4476,焊钳型焊钳,焊钳n 型k 焊钳n
4477,型焊钳,型k 焊钳n
4478,焊接电缆,焊接v 电缆n
4479,焊接地线,焊接v 地uv 线n
4480,弧焊电极,弧焊n 电极n
4481,电弧切割电极,电弧n 切割v 电极n
4482,熔化电极,熔化v 电极n
4483,非熔化电极,非h 熔化v 电极n
4484,导电嘴等离子喷嘴氧气电弧切割电极,导电n 嘴n 等离子n 喷嘴v 氧气n 电弧n 切割v 电极n
4485,空气电弧切割和气刨电极,空气n 电弧n 切割v 和c 气n 刨v 电极n
4486,焊炬焊枪气冷焊炬,焊炬nz 焊枪n 气n 冷焊n 炬g
4487,手工焊炬,手工n 焊炬nz
4488,机械焊炬,机械n 焊炬nz
4489,电动式焊炬,电动式n 焊炬nz
4490,带焊丝盘的焊炬,带v 焊丝n 盘q 的uj 焊炬n
4491,手柄,手柄n
4492,钳头,钳头n
4493,钳杆,钳杆n
4494,电弧螺柱焊枪,电弧n 螺柱n 焊枪n
4495,电缆软管组件送丝管地线夹,电缆n 软管n 组件n 送v 丝管n 地线n 夹v
4496,引弧装置,引弧n 装置n
4497,稳弧装置,稳a 弧n 装置n
4498,送丝装置送丝控制器,送v 丝n 装置n 送v 丝n 控制器n
4499,焊丝盘,焊丝n 盘q
4500,填充金属,填充v 金属n
4501,焊丝的供给装置,焊丝n 的uj 供给vn 装置n
4502,填充棒,填充v 棒zg
4503,电阻焊电极,电阻n 焊v 电极n
4504,液冷系统,液冷n 系统n
